id	sentence	code	depth	sentence_complexity	program_complexity	num_functions	num_entities	num_pp	num_filters	score	function_signature	queries	actions
2000000597	send me an alert when i receive an email marked as important	monitor (@com.gmail.inbox(is_important=true)) on new [email_id] => notify;	2	12	12	1	0	0	0	5.8	@com.gmail.inbox	"[""@com.gmail.inbox""]"	[]
3000002059	monitor my calendar events	monitor (@org.thingpedia.icalendar.list_events()) => notify;	3	4	7	1	0	0	0	5.75	@org.thingpedia.icalendar.list_events	"[""@org.thingpedia.icalendar.list_events""]"	[]
2000000544	notify me when the location of some event changes on my icalendar	monitor (@org.thingpedia.icalendar.list_events()) on new [location] => notify;	2	12	8	1	0	0	0	5.6000000000000005	@org.thingpedia.icalendar.list_events	"[""@org.thingpedia.icalendar.list_events""]"	[]
2000000545	i get notified when the time of some event changes on my icalendar	monitor (@org.thingpedia.icalendar.list_events()) on new [start_date, end_date] => notify;	2	13	11	1	0	0	0	5.85	@org.thingpedia.icalendar.list_events	"[""@org.thingpedia.icalendar.list_events""]"	[]
3000002172	let me know about updates in tweets from anyone i follow	monitor (@com.twitter.home_timeline()) => notify;	3	11	7	1	0	0	0	6.449999999999999	@com.twitter.home_timeline	"[""@com.twitter.home_timeline""]"	[]
3000002070	watch the direct messages i received on twitter	monitor (@com.twitter.direct_messages()) => notify;	3	8	7	1	0	0	0	6.1499999999999995	@com.twitter.direct_messages	"[""@com.twitter.direct_messages""]"	[]
3000002071	monitor tweets in my timeline	monitor (@com.twitter.my_tweets()) => notify;	3	5	7	1	0	0	0	5.85	@com.twitter.my_tweets	"[""@com.twitter.my_tweets""]"	[]
2000000614	send me an alert when my security camera detects a person	monitor ((@security-camera.current_event()), has_person == true) => notify;	2	11	14	1	0	0	1	6.300000000000001	@security-camera.current_event	"[""@security-camera.current_event""]"	[]
2000000615	send me a popup notification when my security camera detects no person	monitor ((@security-camera.current_event()), has_person == false) => notify;	2	12	14	1	0	0	1	6.4	@security-camera.current_event	"[""@security-camera.current_event""]"	[]
2000000559	inform me when something moves in front of my security camera	monitor ((@security-camera.current_event()), has_motion == true) => notify;	2	11	14	1	0	0	1	6.300000000000001	@security-camera.current_event	"[""@security-camera.current_event""]"	[]
2000000617	send me a notification when my security camera does not detect motion	monitor ((@security-camera.current_event()), has_motion == false) => notify;	2	12	14	1	0	0	1	6.4	@security-camera.current_event	"[""@security-camera.current_event""]"	[]
2000000618	send me an alert when my security camera hears sound	monitor ((@security-camera.current_event()), has_sound == true) => notify;	2	10	14	1	0	0	1	6.2	@security-camera.current_event	"[""@security-camera.current_event""]"	[]
2000000561	alert me when an event on my calendar begins	edge (monitor (@org.thingpedia.icalendar.list_events())) on status == enum(started) => notify;	2	9	14	1	0	0	1	6.1000000000000005	@org.thingpedia.icalendar.list_events	"[""@org.thingpedia.icalendar.list_events""]"	[]
2000000623	send me a message when an event is about to start on my icalendar	edge (monitor (@org.thingpedia.icalendar.list_events())) on status == enum(upcoming) => notify;	2	14	14	1	0	0	1	6.6000000000000005	@org.thingpedia.icalendar.list_events	"[""@org.thingpedia.icalendar.list_events""]"	[]
2000000563	inform me when an event on my icalendar ends	edge (monitor (@org.thingpedia.icalendar.list_events())) on status == enum(ended) => notify;	2	9	14	1	0	0	1	6.1000000000000005	@org.thingpedia.icalendar.list_events	"[""@org.thingpedia.icalendar.list_events""]"	[]
4000015933	show me what is the icon of the weather	now => @org.thingpedia.weather.current() => notify;	4	9	6	1	0	0	0	7.2	@org.thingpedia.weather.current	"[""@org.thingpedia.weather.current""]"	[]
4000015267	what is the headline of wall street journal articles?	now => @com.wsj.get() => notify;	4	10	6	1	0	0	0	7.3	@com.wsj.get	"[""@com.wsj.get""]"	[]
4000015636	what is the start time of a snapshot of my security camera	now => @security-camera.current_event() => notify;	4	12	6	1	0	0	0	7.5	@security-camera.current_event	"[""@security-camera.current_event""]"	[]
4000015761	tell me what is the location of my current location	now => @org.thingpedia.builtin.thingengine.phone.get_gps() => notify;	4	10	6	1	0	0	0	7.3	@org.thingpedia.builtin.thingengine.phone.get_gps	"[""@org.thingpedia.builtin.thingengine.phone.get_gps""]"	[]
2000000704	present sms in my phone	now => @org.thingpedia.builtin.thingengine.phone.sms() => notify;	2	5	6	1	0	0	0	4.8	@org.thingpedia.builtin.thingengine.phone.sms	"[""@org.thingpedia.builtin.thingengine.phone.sms""]"	[]
4000014857	show me the sender name of my primary category emails	now => @com.gmail.inbox(is_primary=true) => notify;	4	10	10	1	0	0	0	7.5	@com.gmail.inbox	"[""@com.gmail.inbox""]"	[]
4000016603	the sender address of my latest email	now => @com.gmail.inbox() => notify;	4	7	6	1	0	0	0	7	@com.gmail.inbox	"[""@com.gmail.inbox""]"	[]
4000016719	the labels of important emails	now => @com.gmail.inbox(is_important=true) => notify;	4	5	10	1	0	0	0	7	@com.gmail.inbox	"[""@com.gmail.inbox""]"	[]
4000015901	tell me what is the subject of my unimportant emails	now => @com.gmail.inbox(is_important=false) => notify;	4	10	10	1	0	0	0	7.5	@com.gmail.inbox	"[""@com.gmail.inbox""]"	[]
4000015238	tell me the estimate of time estimate for uber	now => @com.uber.time_estimate() => notify;	4	9	6	1	0	0	0	7.2	@com.uber.time_estimate	"[""@com.uber.time_estimate""]"	[]
4000015404	what is the organizer of my schedule	now => @org.thingpedia.icalendar.list_events() => notify;	4	7	6	1	0	0	0	7	@org.thingpedia.icalendar.list_events	"[""@org.thingpedia.icalendar.list_events""]"	[]
3000003484	enumerate tweets from anyone i follow	now => @com.twitter.home_timeline() => notify;	3	6	6	1	0	0	0	5.9	@com.twitter.home_timeline	"[""@com.twitter.home_timeline""]"	[]
4000015739	what is the hashtags of tweets in my timeline?	now => @com.twitter.my_tweets() => notify;	4	10	6	1	0	0	0	7.3	@com.twitter.my_tweets	"[""@com.twitter.my_tweets""]"	[]
4000015027	say the sender of my twitter direct messages	now => @com.twitter.direct_messages() => notify;	4	8	6	1	0	0	0	7.1	@com.twitter.direct_messages	"[""@com.twitter.direct_messages""]"	[]
4000016601	the sender of texts i received in the last hour	now => (@org.thingpedia.builtin.thingengine.phone.sms()), date >= start_of(h) => notify;	4	10	13	1	0	0	1	8.15	@org.thingpedia.builtin.thingengine.phone.sms	"[""@org.thingpedia.builtin.thingengine.phone.sms""]"	[]
3000003504	list emails arrived in the last hour	now => (@com.gmail.inbox()), date >= start_of(day) => notify;	3	7	13	1	0	0	1	6.8500000000000005	@com.gmail.inbox	"[""@com.gmail.inbox""]"	[]
4000016058	tell me what is the sender address of emails arrived yesterday	now => (@com.gmail.inbox()), date >= start_of(day) - 1day => notify;	4	11	17	1	0	0	1	8.45	@com.gmail.inbox	"[""@com.gmail.inbox""]"	[]
2000001224	"i want to post ""love you"" on twitter"	"now => @com.twitter.post(status=""love you"");"	2	7	9	1	1	0	0	5.25	@com.twitter.post	[]	"[""@com.twitter.post""]"
2000001229	"i want to tweet a picture with caption ""i'm happy"""	"now => @com.twitter.post_picture(caption=""i'm happy"");"	2	9	9	1	1	0	0	5.45	@com.twitter.post_picture	[]	"[""@com.twitter.post_picture""]"
2000001378	"i 'd like to send ""love you"" via gmail"	"now => @com.gmail.send_email(message=""love you"");"	2	8	9	1	1	0	0	5.35	@com.gmail.send_email	[]	"[""@com.gmail.send_email""]"
2000001126	i need you to turn on my lg webos tv	now => @com.lg.tv.webos2.set_power(power=enum(on));	2	10	9	1	0	0	0	5.45	@com.lg.tv.webos2.set_power	[]	"[""@com.lg.tv.webos2.set_power""]"
2000001423	i 'd like to set the volume of my lg tv to 7	now => @com.lg.tv.webos2.set_volume(percent=7);	2	13	9	1	1	0	0	5.85	@com.lg.tv.webos2.set_volume	[]	"[""@com.lg.tv.webos2.set_volume""]"
2000001002	please play link http://www.example.com on my lg tv	"now => @com.lg.tv.webos2.play_url(url=""http://www.example.com""^^tt:url);"	2	8	9	1	1	0	0	5.35	@com.lg.tv.webos2.play_url	[]	"[""@com.lg.tv.webos2.play_url""]"
2000001573	send a message to +123456789	"now => @org.thingpedia.builtin.thingengine.phone.send_sms(to=""+123456789""^^tt:phone_number);"	2	5	9	1	1	0	0	5.05	@org.thingpedia.builtin.thingengine.phone.send_sms	[]	"[""@org.thingpedia.builtin.thingengine.phone.send_sms""]"
2000001290	i want to set my phone to normal	now => @org.thingpedia.builtin.thingengine.phone.set_ringer(mode=enum(normal));	2	8	9	1	0	0	0	5.25	@org.thingpedia.builtin.thingengine.phone.set_ringer	[]	"[""@org.thingpedia.builtin.thingengine.phone.set_ringer""]"
2000000869	phone +123456789	"now => @org.thingpedia.builtin.thingengine.phone.call(number=""+123456789""^^tt:phone_number);"	2	2	9	1	1	0	0	4.75	@org.thingpedia.builtin.thingengine.phone.call	[]	"[""@org.thingpedia.builtin.thingengine.phone.call""]"
2000001015	please dial @alice	"now => @org.thingpedia.builtin.thingengine.phone.call(number=""alice""^^tt:username);"	2	3	9	1	1	0	0	4.85	@org.thingpedia.builtin.thingengine.phone.call	[]	"[""@org.thingpedia.builtin.thingengine.phone.call""]"
2000000880	reply to charlie@hotmail.com	"now => @com.gmail.send_email(to=""charlie@hotmail.com""^^tt:email_address);"	2	3	9	1	1	0	0	4.85	@com.gmail.send_email	[]	"[""@com.gmail.send_email""]"
2000001305	i want to email a picture to alice@gmail.com	"now => @com.gmail.send_picture(to=""alice@gmail.com""^^tt:email_address);"	2	8	9	1	1	0	0	5.35	@com.gmail.send_picture	[]	"[""@com.gmail.send_picture""]"
2000000884	send a twitter message to @bob	"now => @com.twitter.send_direct_message(to=""bob""^^tt:username);"	2	6	9	1	1	0	0	5.15	@com.twitter.send_direct_message	[]	"[""@com.twitter.send_direct_message""]"
2000000895	follow @bob on twitter	"now => @com.twitter.follow(user_name=""bob""^^tt:username);"	2	4	9	1	1	0	0	4.95	@com.twitter.follow	[]	"[""@com.twitter.follow""]"
2000001607	hey stop following @alice on twitter	"now => @com.twitter.unfollow(user_name=""alice""^^tt:username);"	2	6	9	1	1	0	0	5.15	@com.twitter.unfollow	[]	"[""@com.twitter.unfollow""]"
3000001813	send me a notification when the temperature in here is below freezing	monitor ((@org.thingpedia.weather.current(location=$context.location.current_location)), temperature <= 0C) => notify;	3	12	19	1	0	0	1	7.65	@org.thingpedia.weather.current	"[""@org.thingpedia.weather.current""]"	[]
3000001628	let me know when the temperature in home is below freezing	monitor ((@org.thingpedia.weather.current(location=$context.location.home)), temperature <= 0C) => notify;	3	11	19	1	0	0	1	7.550000000000001	@org.thingpedia.weather.current	"[""@org.thingpedia.weather.current""]"	[]
3000001629	i get notified when the temperature in work is below freezing	monitor ((@org.thingpedia.weather.current(location=$context.location.work)), temperature <= 0C) => notify;	3	11	19	1	0	0	1	7.550000000000001	@org.thingpedia.weather.current	"[""@org.thingpedia.weather.current""]"	[]
3000001816	send me an alert when the temperature in Los Angeles, California is below freezing	monitor ((@org.thingpedia.weather.current(location=makeLocation(34.0543942, -118.2439408))), temperature <= 0C) => notify;	3	12	19	1	1	0	1	7.75	@org.thingpedia.weather.current	"[""@org.thingpedia.weather.current""]"	[]
3000001631	let me know when it starts raining in here	edge (monitor (@org.thingpedia.weather.current(location=$context.location.current_location))) on status == enum(raining) => notify;	3	9	18	1	0	0	1	7.300000000000001	@org.thingpedia.weather.current	"[""@org.thingpedia.weather.current""]"	[]
3000001632	notify me when it starts raining in home	edge (monitor (@org.thingpedia.weather.current(location=$context.location.home))) on status == enum(raining) => notify;	3	8	18	1	0	0	1	7.2	@org.thingpedia.weather.current	"[""@org.thingpedia.weather.current""]"	[]
3000001633	i get alerted when it starts raining in work	edge (monitor (@org.thingpedia.weather.current(location=$context.location.work))) on status == enum(raining) => notify;	3	9	18	1	0	0	1	7.300000000000001	@org.thingpedia.weather.current	"[""@org.thingpedia.weather.current""]"	[]
3000001820	send me a pop up notification when it starts raining in Palo Alto, California	edge (monitor (@org.thingpedia.weather.current(location=makeLocation(37.442156, -122.1634471)))) on status == enum(raining) => notify;	3	12	18	1	1	0	1	7.7	@org.thingpedia.weather.current	"[""@org.thingpedia.weather.current""]"	[]
3000001635	let me know when it starts snowing in here	edge (monitor (@org.thingpedia.weather.current(location=$context.location.current_location))) on status == enum(snowy) => notify;	3	9	18	1	0	0	1	7.300000000000001	@org.thingpedia.weather.current	"[""@org.thingpedia.weather.current""]"	[]
3000001636	i get notified when it starts snowing in home	edge (monitor (@org.thingpedia.weather.current(location=$context.location.home))) on status == enum(snowy) => notify;	3	9	18	1	0	0	1	7.300000000000001	@org.thingpedia.weather.current	"[""@org.thingpedia.weather.current""]"	[]
3000001823	send me an alert when it starts snowing in work	edge (monitor (@org.thingpedia.weather.current(location=$context.location.work))) on status == enum(snowy) => notify;	3	10	18	1	0	0	1	7.4	@org.thingpedia.weather.current	"[""@org.thingpedia.weather.current""]"	[]
3000001824	send me a notification when it starts snowing in Los Angeles, California	edge (monitor (@org.thingpedia.weather.current(location=makeLocation(34.0543942, -118.2439408)))) on status == enum(snowy) => notify;	3	10	18	1	1	0	1	7.5	@org.thingpedia.weather.current	"[""@org.thingpedia.weather.current""]"	[]
3000001825	send me a message when it stops raining in here	edge (monitor (@org.thingpedia.weather.current(location=$context.location.current_location))) on !(status == enum(raining)) => notify;	3	10	18	1	0	0	1	7.4	@org.thingpedia.weather.current	"[""@org.thingpedia.weather.current""]"	[]
3000001640	i get notified when it stops raining in home	edge (monitor (@org.thingpedia.weather.current(location=$context.location.home))) on !(status == enum(raining)) => notify;	3	9	18	1	0	0	1	7.300000000000001	@org.thingpedia.weather.current	"[""@org.thingpedia.weather.current""]"	[]
3000001827	send me a popup notification when it stops raining in work	edge (monitor (@org.thingpedia.weather.current(location=$context.location.work))) on !(status == enum(raining)) => notify;	3	11	18	1	0	0	1	7.5	@org.thingpedia.weather.current	"[""@org.thingpedia.weather.current""]"	[]
3000001828	send me an alert when it stops raining in Los Angeles, California	edge (monitor (@org.thingpedia.weather.current(location=makeLocation(34.0543942, -118.2439408)))) on !(status == enum(raining)) => notify;	3	10	18	1	1	0	1	7.5	@org.thingpedia.weather.current	"[""@org.thingpedia.weather.current""]"	[]
3000001829	send me a message when it stops snowing in here	edge (monitor (@org.thingpedia.weather.current(location=$context.location.current_location))) on !(status == enum(snowy)) => notify;	3	10	18	1	0	0	1	7.4	@org.thingpedia.weather.current	"[""@org.thingpedia.weather.current""]"	[]
3000001644	let me know when it stops snowing in home	edge (monitor (@org.thingpedia.weather.current(location=$context.location.home))) on !(status == enum(snowy)) => notify;	3	9	18	1	0	0	1	7.300000000000001	@org.thingpedia.weather.current	"[""@org.thingpedia.weather.current""]"	[]
3000001831	send me a notification when it stops snowing in work	edge (monitor (@org.thingpedia.weather.current(location=$context.location.work))) on !(status == enum(snowy)) => notify;	3	10	18	1	0	0	1	7.4	@org.thingpedia.weather.current	"[""@org.thingpedia.weather.current""]"	[]
3000001832	send me a message when it stops snowing in Los Angeles, California	edge (monitor (@org.thingpedia.weather.current(location=makeLocation(34.0543942, -118.2439408)))) on !(status == enum(snowy)) => notify;	3	10	18	1	1	0	1	7.5	@org.thingpedia.weather.current	"[""@org.thingpedia.weather.current""]"	[]
3000002513	monitor my current location and warn me if the location is equal to here	edge (monitor (@org.thingpedia.builtin.thingengine.phone.get_gps())) on location == $context.location.current_location => notify;	3	14	14	1	0	0	1	7.6000000000000005	@org.thingpedia.builtin.thingengine.phone.get_gps	"[""@org.thingpedia.builtin.thingengine.phone.get_gps""]"	[]
4000006368	send me a pop up notification any time my current location change and the location is home	edge (monitor (@org.thingpedia.builtin.thingengine.phone.get_gps())) on location == $context.location.home => notify;	4	17	14	1	0	0	1	8.9	@org.thingpedia.builtin.thingengine.phone.get_gps	"[""@org.thingpedia.builtin.thingengine.phone.get_gps""]"	[]
4000006369	send me a popup notification when my current location change and the location is exactly work	edge (monitor (@org.thingpedia.builtin.thingengine.phone.get_gps())) on location == $context.location.work => notify;	4	16	14	1	0	0	1	8.8	@org.thingpedia.builtin.thingengine.phone.get_gps	"[""@org.thingpedia.builtin.thingengine.phone.get_gps""]"	[]
3000002520	monitor my current location and warn me if the location is equal to Palo Alto, California	edge (monitor (@org.thingpedia.builtin.thingengine.phone.get_gps())) on location == makeLocation(37.442156, -122.1634471) => notify;	3	14	14	1	1	0	1	7.7	@org.thingpedia.builtin.thingengine.phone.get_gps	"[""@org.thingpedia.builtin.thingengine.phone.get_gps""]"	[]
5000031217	notify me about updates in my current location if the location is not here	edge (monitor (@org.thingpedia.builtin.thingengine.phone.get_gps())) on !(location == $context.location.current_location) => notify;	5	14	14	1	0	0	1	9.6	@org.thingpedia.builtin.thingengine.phone.get_gps	"[""@org.thingpedia.builtin.thingengine.phone.get_gps""]"	[]
5000031222	let me know of updates in my current location if the location is different than home	edge (monitor (@org.thingpedia.builtin.thingengine.phone.get_gps())) on !(location == $context.location.home) => notify;	5	16	14	1	0	0	1	9.8	@org.thingpedia.builtin.thingengine.phone.get_gps	"[""@org.thingpedia.builtin.thingengine.phone.get_gps""]"	[]
4000006378	send me a message should my current location change and the location isn't work	edge (monitor (@org.thingpedia.builtin.thingengine.phone.get_gps())) on !(location == $context.location.work) => notify;	4	15	14	1	0	0	1	8.7	@org.thingpedia.builtin.thingengine.phone.get_gps	"[""@org.thingpedia.builtin.thingengine.phone.get_gps""]"	[]
4000006379	send me a popup notification if my current location change and the location is different than Palo Alto, California	edge (monitor (@org.thingpedia.builtin.thingengine.phone.get_gps())) on !(location == makeLocation(37.442156, -122.1634471)) => notify;	4	17	14	1	1	0	1	9	@org.thingpedia.builtin.thingengine.phone.get_gps	"[""@org.thingpedia.builtin.thingengine.phone.get_gps""]"	[]
5000020572	send me an alert when wsj opinions articles update	monitor (@com.wsj.get(section=enum(opinions))) => notify;	5	9	11	1	0	0	0	8.45	@com.wsj.get	"[""@com.wsj.get""]"	[]
4000007904	let me know about changes in wall street journal world news	monitor (@com.wsj.get(section=enum(world_news))) => notify;	4	11	11	1	0	0	0	7.65	@com.wsj.get	"[""@com.wsj.get""]"	[]
3000001667	inform me when there is a new article in the wall street journal us business section	monitor (@com.wsj.get(section=enum(us_business))) => notify;	3	16	11	1	0	0	0	7.15	@com.wsj.get	"[""@com.wsj.get""]"	[]
3000001662	let me know when there is a new article in wsj markets section	monitor (@com.wsj.get(section=enum(markets))) => notify;	3	13	11	1	0	0	0	6.85	@com.wsj.get	"[""@com.wsj.get""]"	[]
5000020526	send me a popup notification whenever wsj technology articles update	monitor (@com.wsj.get(section=enum(technology))) => notify;	5	10	11	1	0	0	0	8.55	@com.wsj.get	"[""@com.wsj.get""]"	[]
3000001875	send me an alert when the wall street journal publishes a new article in the lifestyle section	monitor (@com.wsj.get(section=enum(lifestyle))) => notify;	3	17	11	1	0	0	0	7.25	@com.wsj.get	"[""@com.wsj.get""]"	[]
3000001763	notify me if i receive a dm on twitter from @bob	"monitor ((@com.twitter.direct_messages()), sender == ""bob""^^tt:username) => notify;"	3	11	14	1	1	0	1	7.4	@com.twitter.direct_messages	"[""@com.twitter.direct_messages""]"	[]
4000007736	monitor texts i received having sender equal to +15551234567	"monitor ((@org.thingpedia.builtin.thingengine.phone.sms()), sender == ""+15551234567""^^tt:phone_number) => notify;"	4	9	14	1	1	0	1	8.2	@org.thingpedia.builtin.thingengine.phone.sms	"[""@org.thingpedia.builtin.thingengine.phone.sms""]"	[]
3000001958	send me an alert when i receive an email from alice@gmail.com on gmail	"monitor ((@com.gmail.inbox()), sender_address == ""alice@gmail.com""^^tt:email_address) on new [email_id] => notify;"	3	13	15	1	1	0	1	7.6499999999999995	@com.gmail.inbox	"[""@com.gmail.inbox""]"	[]
3000001959	send me a popup notification when i receive an important email from alice@gmail.com	"monitor ((@com.gmail.inbox(is_important=true)), sender_address == ""alice@gmail.com""^^tt:email_address) on new [email_id] => notify;"	3	13	19	1	1	0	1	7.85	@com.gmail.inbox	"[""@com.gmail.inbox""]"	[]
3000001960	send me a notification if i receive an email from alice@gmail.com in category primary	"monitor ((@com.gmail.inbox(is_primary=true)), sender_address == ""alice@gmail.com""^^tt:email_address) => notify;"	3	14	18	1	1	0	1	7.9	@com.gmail.inbox	"[""@com.gmail.inbox""]"	[]
5000021863	"send me a notification if my icalendar events with organizer equal to ""stanford"" update"	"monitor ((@org.thingpedia.icalendar.list_events()), organizer == ""stanford"") => notify;"	5	14	14	1	1	0	1	9.7	@org.thingpedia.icalendar.list_events	"[""@org.thingpedia.icalendar.list_events""]"	[]
3000001776	"inform me when an event on my calendar organized by ""stanford"" begins"	"edge (monitor ((@org.thingpedia.icalendar.list_events()), organizer == ""stanford"")) on status == enum(started) => notify;"	3	12	21	1	1	0	2	8.35	@org.thingpedia.icalendar.list_events	"[""@org.thingpedia.icalendar.list_events""]"	[]
3000001963	"send me a notification when an event on my calendar organized by ""stanford"" is about to begin"	"edge (monitor ((@org.thingpedia.icalendar.list_events()), organizer == ""stanford"")) on status == enum(upcoming) => notify;"	3	17	21	1	1	0	2	8.85	@org.thingpedia.icalendar.list_events	"[""@org.thingpedia.icalendar.list_events""]"	[]
3000001778	"let me know when an event on my calendar organized by ""stanford"" ends"	"edge (monitor ((@org.thingpedia.icalendar.list_events()), organizer == ""stanford"")) on status == enum(ended) => notify;"	3	13	21	1	1	0	2	8.45	@org.thingpedia.icalendar.list_events	"[""@org.thingpedia.icalendar.list_events""]"	[]
3000001779	"notify me when an event on my calendar at location ""conference room 7"" begins"	"edge (monitor ((@org.thingpedia.icalendar.list_events()), location == ""conference room 7"")) on status == enum(started) => notify;"	3	12	21	1	1	0	2	8.35	@org.thingpedia.icalendar.list_events	"[""@org.thingpedia.icalendar.list_events""]"	[]
3000001966	"send me a pop up notification when an event on my calendar at location ""downtown"" is about to begin"	"edge (monitor ((@org.thingpedia.icalendar.list_events()), location == ""downtown"")) on status == enum(upcoming) => notify;"	3	19	21	1	1	0	2	9.05	@org.thingpedia.icalendar.list_events	"[""@org.thingpedia.icalendar.list_events""]"	[]
3000001967	"send me a message when an event on my calendar at location ""downtown"" ends"	"edge (monitor ((@org.thingpedia.icalendar.list_events()), location == ""downtown"")) on status == enum(ended) => notify;"	3	14	21	1	1	0	2	8.55	@org.thingpedia.icalendar.list_events	"[""@org.thingpedia.icalendar.list_events""]"	[]
3000001783	i get alerted when i receive a tweet from @alice	"monitor ((@com.twitter.home_timeline()), author == ""alice""^^tt:username) => notify;"	3	10	14	1	1	0	1	7.3	@com.twitter.home_timeline	"[""@com.twitter.home_timeline""]"	[]
4000006925	watch tweets from anyone i follow in reply to @alice	"monitor ((@com.twitter.home_timeline()), in_reply_to == ""alice""^^tt:username) => notify;"	4	10	14	1	1	0	1	8.3	@com.twitter.home_timeline	"[""@com.twitter.home_timeline""]"	[]
4000007840	monitor tweets in my timeline with in reply to equal to @bob	"monitor ((@com.twitter.my_tweets()), in_reply_to == ""bob""^^tt:username) => notify;"	4	12	14	1	1	0	1	8.5	@com.twitter.my_tweets	"[""@com.twitter.my_tweets""]"	[]
3000002122	let me know of updates in the weather	monitor (@org.thingpedia.weather.current()) => notify;	3	8	7	1	0	0	0	6.1499999999999995	@org.thingpedia.weather.current	"[""@org.thingpedia.weather.current""]"	[]
4000005977	send me a popup notification whenever wall street journal articles update	monitor (@com.wsj.get()) => notify;	4	11	7	1	0	0	0	7.449999999999999	@com.wsj.get	"[""@com.wsj.get""]"	[]
4000005345	i get alerted should my primary category emails update	monitor (@com.gmail.inbox(is_primary=true)) => notify;	4	9	11	1	0	0	0	7.45	@com.gmail.inbox	"[""@com.gmail.inbox""]"	[]
4000005346	notify me anytime my latest email update	monitor (@com.gmail.inbox()) => notify;	4	7	7	1	0	0	0	7.05	@com.gmail.inbox	"[""@com.gmail.inbox""]"	[]
